Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST-05331,71,4,164046.22,4,3,3,10,Loyal Customers
CUST-05332,599,2,584188.92,1,1,5,7,Potential Loyalists
CUST-05333,2,4,118936.31,5,3,3,11,Loyal Customers
CUST-05334,10,23,501441.24,5,5,5,15,Champions
CUST-05335,573,4,79909.35,1,3,2,6,At Risk
CUST-05336,176,3,94256.85,3,2,2,7,Potential Loyalists
CUST-05337,134,6,148498.17,3,4,3,10,Loyal Customers
CUST-05338,110,5,14198.9,3,3,1,7,Potential Loyalists
CUST-05339,43,5,88114.27,4,3,2,9,Potential Loyalists
CUST-05340,16,5,430807.88,5,3,5,13,Champions
CUST-05341,26,27,703929.53,5,5,5,15,Champions
CUST-05342,178,2,56572.95,3,1,2,6,At Risk
CUST-05343,279,5,330709.43,2,3,4,9,Potential Loyalists
CUST-05344,215,3,44461.899999999994,2,2,2,6,At Risk
CUST-05346,428,3,34466.840000000004,1,2,1,4,Lost / Hibernating
CUST-05347,831,1,557.38,1,1,1,3,Lost / Hibernating
CUST-05348,13,4,30327.870000000003,5,3,1,9,Potential Loyalists
CUST-05349,3,7,168323.37999999998,5,4,3,12,Loyal Customers
CUST-05350,53,8,162996.37,4,4,3,11,Loyal Customers
CUST-05351,578,1,104633.74,1,1,3,5,At Risk
CUST-05352,246,2,8387.76,2,1,1,4,Lost / Hibernating
CUST-05353,3,5,331933.98,5,3,4,12,Loyal Customers
CUST-05354,141,17,368751.77,3,5,4,12,Loyal Customers
CUST-05355,35,4,326477.07999999996,5,3,4,12,Loyal Customers
CUST-05356,85,6,106662.65,3,4,3,10,Loyal Customers
CUST-05357,55,9,288290.24,4,5,4,13,Champions
CUST-05358,95,5,115502.67000000001,3,3,3,9,Potential Loyalists
CUST-05359,219,6,35681.14,2,4,1,7,Potential Loyalists
CUST-05360,37,6,110360.69999999998,4,4,3,11,Loyal Customers
CUST-05361,35,19,743002.6,5,5,5,15,Champions
CUST-05362,344,5,215405.19,2,3,4,9,Potential Loyalists
CUST-05363,62,8,545187.5599999999,4,4,5,13,Champions
CUST-05364,84,10,85844.2,3,5,2,10,Loyal Customers
CUST-05365,126,5,67550.49,3,3,2,8,Potential Loyalists
CUST-05366,29,31,843686.6900000001,5,5,5,15,Champions
CUST-05367,84,4,21150.91,3,3,1,7,Potential Loyalists
CUST-05368,19,27,1305642.1400000001,5,5,5,15,Champions
CUST-05369,358,6,165576.87,2,4,3,9,Potential Loyalists
CUST-05371,407,1,20229.99,1,1,1,3,Lost / Hibernating
CUST-05372,30,5,18168.84,5,3,1,9,Potential Loyalists
CUST-05373,664,2,1830.42,1,1,1,3,Lost / Hibernating
CUST-05374,171,10,177839.39,3,5,3,11,Loyal Customers
CUST-05376,9,5,528341.47,5,3,5,13,Champions
CUST-05377,215,2,46291.990000000005,2,1,2,5,At Risk
CUST-05378,41,5,503119.07999999996,4,3,5,12,Loyal Customers
CUST-05379,516,1,652.88,1,1,1,3,Lost / Hibernating
CUST-05380,139,5,104017.69,3,3,3,9,Potential Loyalists
CUST-05381,9,8,304075.61,5,4,4,13,Champions
CUST-05382,30,4,71073.14,5,3,2,10,Loyal Customers
CUST-05383,87,4,102423.76,3,3,2,8,Potential Loyalists
CUST-05384,252,7,70639.85,2,4,2,8,Potential Loyalists
CUST-05385,198,2,10449.810000000001,2,1,1,4,Lost / Hibernating
CUST-05386,347,6,76939.56,2,4,2,8,Potential Loyalists
CUST-05387,199,5,56797.45,2,3,2,7,Potential Loyalists
CUST-05388,142,5,59331.350000000006,3,3,2,8,Potential Loyalists
CUST-05389,176,4,21475.27,3,3,1,7,Potential Loyalists
CUST-05390,3,26,743471.82,5,5,5,15,Champions
CUST-05391,216,2,1477.8600000000001,2,1,1,4,Lost / Hibernating
CUST-05392,103,5,63325.880000000005,3,3,2,8,Potential Loyalists
CUST-05393,519,3,19682.710000000003,1,2,1,4,Lost / Hibernating
CUST-05394,10,7,196709.09,5,4,4,13,Champions
CUST-05395,143,2,19965.699999999997,3,1,1,5,At Risk
CUST-05396,306,9,321313.29,2,5,4,11,Loyal Customers
CUST-05397,376,4,327735.48,2,3,4,9,Potential Loyalists
CUST-05398,706,3,30555.35,1,2,1,4,Lost / Hibernating
CUST-05399,62,33,785614.48,4,5,5,14,Champions
CUST-05400,268,10,454365.98,2,5,5,12,Loyal Customers
CUST-05401,23,11,220678.63,5,5,4,14,Champions
CUST-05402,311,4,111119.24,2,3,3,8,Potential Loyalists
CUST-05403,801,2,243032.3,1,1,4,6,At Risk
CUST-05404,117,10,605593.21,3,5,5,13,Champions
CUST-05405,1001,1,8911.68,1,1,1,3,Lost / Hibernating
CUST-05406,16,3,147395.16999999998,5,2,3,10,Loyal Customers
CUST-05407,16,4,44864.329999999994,5,3,2,10,Loyal Customers
CUST-05408,354,5,665308.12,2,3,5,10,Loyal Customers
CUST-05409,34,21,760368.4,5,5,5,15,Champions
CUST-05410,24,25,799258.64,5,5,5,15,Champions
CUST-05411,23,2,189671.5,5,1,3,9,Potential Loyalists
CUST-05412,149,4,211532.05,3,3,4,10,Loyal Customers
CUST-05413,602,6,355813.5,1,4,4,9,Potential Loyalists
CUST-05414,77,4,25951.22,4,3,1,8,Potential Loyalists
CUST-05415,343,10,370515.36,2,5,4,11,Loyal Customers
CUST-05416,648,2,40495.590000000004,1,1,2,4,Lost / Hibernating
CUST-05417,70,6,269437.14,4,4,4,12,Loyal Customers
CUST-05418,314,3,28191.86,2,2,1,5,At Risk
CUST-05419,307,2,110190.04,2,1,3,6,At Risk
CUST-05420,69,5,140103.53,4,3,3,10,Loyal Customers
CUST-05421,12,6,274706.83,5,4,4,13,Champions
CUST-05422,33,9,84236.6,5,5,2,12,Loyal Customers
CUST-05423,203,3,63500.380000000005,2,2,2,6,At Risk
CUST-05424,285,4,23703.35,2,3,1,6,At Risk
CUST-05425,208,2,6528.870000000001,2,1,1,4,Lost / Hibernating
CUST-05426,167,5,65968.34,3,3,2,8,Potential Loyalists
CUST-05427,17,21,793770.36,5,5,5,15,Champions
CUST-05428,446,1,630.71,1,1,1,3,Lost / Hibernating
CUST-05429,265,4,245675.0,2,3,4,9,Potential Loyalists
CUST-05430,72,6,490516.16,4,4,5,13,Champions
CUST-05431,160,6,564682.48,3,4,5,12,Loyal Customers
CUST-05432,234,5,148261.51,2,3,3,8,Potential Loyalists
CUST-05433,12,2,46592.770000000004,5,1,2,8,Potential Loyalists
CUST-05434,726,4,253500.04,1,3,4,8,Potential Loyalists
CUST-05435,239,6,83216.60999999999,2,4,2,8,Potential Loyalists
CUST-05436,885,1,423.1,1,1,1,3,Lost / Hibernating
CUST-05437,51,3,14151.04,4,2,1,7,Potential Loyalists
CUST-05438,410,4,23382.449999999997,1,3,1,5,At Risk
CUST-05439,115,8,353814.95,3,4,4,11,Loyal Customers
CUST-05440,178,2,28583.67,3,1,1,5,At Risk
CUST-05441,5,30,1492151.6300000001,5,5,5,15,Champions
CUST-05442,118,3,127075.91,3,2,3,8,Potential Loyalists
CUST-05443,102,5,31114.66,3,3,1,7,Potential Loyalists
CUST-05444,447,4,106594.33000000002,1,3,3,7,Potential Loyalists
CUST-05445,6,30,804066.06,5,5,5,15,Champions
CUST-05446,6,9,478564.57999999996,5,5,5,15,Champions
CUST-05447,181,5,119911.44,3,3,3,9,Potential Loyalists
CUST-05448,263,3,98204.31,2,2,2,6,At Risk
CUST-05449,339,2,54702.119999999995,2,1,2,5,At Risk
CUST-05450,483,5,50631.33,1,3,2,6,At Risk
CUST-05451,318,3,18872.14,2,2,1,5,At Risk
CUST-05452,776,2,31006.71,1,1,1,3,Lost / Hibernating
CUST-05453,217,3,304157.21,2,2,4,8,Potential Loyalists
CUST-05454,69,5,334833.7,4,3,4,11,Loyal Customers
CUST-05455,240,1,3292.48,2,1,1,4,Lost / Hibernating
CUST-05456,162,9,143521.53,3,5,3,11,Loyal Customers
CUST-05457,508,2,87047.53,1,1,2,4,Lost / Hibernating
CUST-05458,363,5,45297.94,2,3,2,7,Potential Loyalists
CUST-05459,19,12,300332.0,5,5,4,14,Champions
CUST-05460,14,20,749341.2999999999,5,5,5,15,Champions
CUST-05461,1004,1,12804.8,1,1,1,3,Lost / Hibernating
CUST-05462,436,3,13445.12,1,2,1,4,Lost / Hibernating
CUST-05463,26,7,180368.59,5,4,3,12,Loyal Customers
CUST-05464,333,3,66247.79000000001,2,2,2,6,At Risk
CUST-05465,112,5,11065.449999999999,3,3,1,7,Potential Loyalists
CUST-05466,17,15,468467.19,5,5,5,15,Champions
CUST-05467,407,2,127715.26,1,1,3,5,At Risk
CUST-05468,234,4,62043.350000000006,2,3,2,7,Potential Loyalists
CUST-05469,623,2,55023.71,1,1,2,4,Lost / Hibernating
CUST-05470,724,1,509.15,1,1,1,3,Lost / Hibernating
CUST-05471,1,8,184309.93,5,4,3,12,Loyal Customers
CUST-05472,43,4,39831.590000000004,4,3,2,9,Potential Loyalists
CUST-05473,72,5,331507.12,4,3,4,11,Loyal Customers
CUST-05474,300,4,507308.17,2,3,5,10,Loyal Customers
CUST-05475,45,6,28132.579999999998,4,4,1,9,Potential Loyalists
CUST-05476,206,1,3292.48,2,1,1,4,Lost / Hibernating
CUST-05477,253,2,5600.54,2,1,1,4,Lost / Hibernating
CUST-05478,64,14,424385.65,4,5,5,14,Champions
CUST-05479,49,2,54230.93,4,1,2,7,Potential Loyalists
CUST-05480,234,6,109687.99,2,4,3,9,Potential Loyalists
CUST-05481,383,3,159745.49,1,2,3,6,At Risk
CUST-05482,62,8,238941.67,4,4,4,12,Loyal Customers
CUST-05483,48,3,175943.71,4,2,3,9,Potential Loyalists
CUST-05484,181,9,481774.22000000003,3,5,5,13,Champions
CUST-05485,1012,3,26183.92,1,2,1,4,Lost / Hibernating
CUST-05486,411,3,50644.270000000004,1,2,2,5,At Risk
CUST-05487,23,20,608720.36,5,5,5,15,Champions
CUST-05488,399,2,200745.58000000002,1,1,4,6,At Risk
CUST-05489,11,7,160213.33000000002,5,4,3,12,Loyal Customers
CUST-05490,129,7,163941.36000000002,3,4,3,10,Loyal Customers
CUST-05491,17,2,43527.630000000005,5,1,2,8,Potential Loyalists
CUST-05492,324,1,62848.94,2,1,2,5,At Risk
CUST-05493,433,9,262576.34,1,5,4,10,Loyal Customers
CUST-05494,290,4,102503.23000000001,2,3,2,7,Potential Loyalists
CUST-05495,118,17,536442.84,3,5,5,13,Champions
CUST-05496,792,1,3690.05,1,1,1,3,Lost / Hibernating
CUST-05497,84,4,71831.98,3,3,2,8,Potential Loyalists
CUST-05498,17,27,772866.11,5,5,5,15,Champions
CUST-05499,88,7,304557.49,3,4,4,11,Loyal Customers
CUST-05500,42,4,79420.94,4,3,2,9,Potential Loyalists
CUST-05501,209,4,158814.41,2,3,3,8,Potential Loyalists
CUST-05502,241,7,195948.33000000002,2,4,4,10,Loyal Customers
CUST-05503,146,2,12241.37,3,1,1,5,At Risk
CUST-05504,47,7,274043.23000000004,4,4,4,12,Loyal Customers
CUST-05505,23,23,1540354.82,5,5,5,15,Champions
CUST-05506,24,1,7172.14,5,1,1,7,Potential Loyalists
CUST-05507,212,4,35446.2,2,3,1,6,At Risk
CUST-05508,51,21,485340.62,4,5,5,14,Champions
CUST-05509,15,3,351591.73,5,2,4,11,Loyal Customers
CUST-05510,17,4,179773.02,5,3,3,11,Loyal Customers
CUST-05511,37,10,400666.65,4,5,5,14,Champions
CUST-05512,374,7,153118.22999999998,2,4,3,9,Potential Loyalists
CUST-05513,53,9,114376.19,4,5,3,12,Loyal Customers
CUST-05514,40,3,129577.91,4,2,3,9,Potential Loyalists
CUST-05516,8,10,323560.53,5,5,4,14,Champions
CUST-05517,6,5,75104.76,5,3,2,10,Loyal Customers
CUST-05518,603,1,7244.47,1,1,1,3,Lost / Hibernating
CUST-05519,81,6,196062.86,4,4,4,12,Loyal Customers
CUST-05520,97,7,89679.65000000001,3,4,2,9,Potential Loyalists
CUST-05521,306,3,16230.07,2,2,1,5,At Risk
CUST-05522,428,3,168597.05,1,2,3,6,At Risk
CUST-05523,10,11,192281.25,5,5,3,13,Champions
CUST-05524,267,3,46562.21,2,2,2,6,At Risk
CUST-05525,131,8,198684.29,3,4,4,11,Loyal Customers
CUST-05526,17,4,70388.20999999999,5,3,2,10,Loyal Customers
CUST-05527,222,3,11598.63,2,2,1,5,At Risk
CUST-05528,850,2,58764.11,1,1,2,4,Lost / Hibernating
CUST-05529,71,6,737178.64,4,4,5,13,Champions
CUST-05530,46,6,342971.26999999996,4,4,4,12,Loyal Customers
CUST-05531,298,3,89689.42,2,2,2,6,At Risk
CUST-05532,420,6,219163.74,1,4,4,9,Potential Loyalists
CUST-05533,6,6,345135.2,5,4,4,13,Champions
CUST-05534,286,3,110840.64,2,2,3,7,Potential Loyalists
CUST-05535,382,1,226118.04,1,1,4,6,At Risk
CUST-05536,21,20,1143619.83,5,5,5,15,Champions
CUST-05537,386,6,357985.06,1,4,4,9,Potential Loyalists
CUST-05538,33,10,627379.91,5,5,5,15,Champions
CUST-05539,126,6,109901.79,3,4,3,10,Loyal Customers
CUST-05540,19,23,1416893.71,5,5,5,15,Champions
CUST-05541,801,3,33022.29,1,2,1,4,Lost / Hibernating
CUST-05542,289,8,85947.79000000001,2,4,2,8,Potential Loyalists
CUST-05543,51,6,446267.29999999993,4,4,5,13,Champions
CUST-05544,57,4,211240.39,4,3,4,11,Loyal Customers
CUST-05545,23,5,732134.88,5,3,5,13,Champions
CUST-05546,20,6,148564.22,5,4,3,12,Loyal Customers
CUST-05547,430,1,2495.72,1,1,1,3,Lost / Hibernating
CUST-05548,763,2,8885.25,1,1,1,3,Lost / Hibernating
CUST-05549,585,3,187772.72999999998,1,2,3,6,At Risk
CUST-05550,5,9,232259.79,5,5,4,14,Champions
CUST-05551,70,2,62571.05,4,1,2,7,Potential Loyalists
CUST-05552,111,11,485191.3,3,5,5,13,Champions
CUST-05553,6,3,7578.41,5,2,1,8,Potential Loyalists
CUST-05554,41,4,111437.88,4,3,3,10,Loyal Customers
CUST-05555,31,25,1243094.37,5,5,5,15,Champions
CUST-05556,206,4,267792.39,2,3,4,9,Potential Loyalists
CUST-05557,13,16,475709.06,5,5,5,15,Champions
CUST-05558,62,7,270870.31,4,4,4,12,Loyal Customers
CUST-05559,45,2,20044.55,4,1,1,6,At Risk
CUST-05560,72,2,20860.45,4,1,1,6,At Risk
CUST-05561,16,4,131329.27,5,3,3,11,Loyal Customers
CUST-05562,67,4,201142.73,4,3,4,11,Loyal Customers
CUST-05563,104,7,339599.06,3,4,4,11,Loyal Customers
CUST-05564,409,5,226198.41999999998,1,3,4,8,Potential Loyalists
CUST-05565,33,5,247130.32,5,3,4,12,Loyal Customers
CUST-05566,58,10,496888.72000000003,4,5,5,14,Champions
CUST-05567,51,6,340541.25,4,4,4,12,Loyal Customers
CUST-05568,240,2,284991.00999999995,2,1,4,7,Potential Loyalists
CUST-05569,18,27,1170529.94,5,5,5,15,Champions
CUST-05570,23,15,569930.0,5,5,5,15,Champions
CUST-05571,821,1,967.34,1,1,1,3,Lost / Hibernating
CUST-05572,19,3,62713.01,5,2,2,9,Potential Loyalists
CUST-05573,90,14,177421.38,3,5,3,11,Loyal Customers
CUST-05574,10,8,332085.35,5,4,4,13,Champions
CUST-05575,226,4,650595.02,2,3,5,10,Loyal Customers
CUST-05576,914,1,94459.49,1,1,2,4,Lost / Hibernating
CUST-05577,19,20,697906.84,5,5,5,15,Champions
CUST-05578,123,4,29249.21,3,3,1,7,Potential Loyalists
CUST-05579,146,3,107778.79000000001,3,2,3,8,Potential Loyalists
CUST-05580,660,2,29892.16,1,1,1,3,Lost / Hibernating
CUST-05581,8,4,31313.94,5,3,1,9,Potential Loyalists
CUST-05582,34,7,58667.14,5,4,2,11,Loyal Customers
CUST-05583,260,2,73735.64,2,1,2,5,At Risk
CUST-05584,322,5,125241.56999999999,2,3,3,8,Potential Loyalists
CUST-05585,405,3,19905.52,1,2,1,4,Lost / Hibernating
CUST-05586,224,12,236311.77000000002,2,5,4,11,Loyal Customers
CUST-05587,79,17,447065.44,4,5,5,14,Champions
CUST-05588,116,2,97242.15000000001,3,1,2,6,At Risk
CUST-05589,52,6,165166.19999999998,4,4,3,11,Loyal Customers
CUST-05590,208,16,1046911.6399999999,2,5,5,12,Loyal Customers
CUST-05591,494,3,79747.94,1,2,2,5,At Risk
CUST-05592,93,11,1063159.59,3,5,5,13,Champions
CUST-05593,214,3,75364.93,2,2,2,6,At Risk
CUST-05594,59,5,25757.96,4,3,1,8,Potential Loyalists
CUST-05595,306,3,26072.59,2,2,1,5,At Risk
CUST-05596,275,1,24325.78,2,1,1,4,Lost / Hibernating
CUST-05597,216,4,37337.76,2,3,1,6,At Risk
CUST-05598,14,4,39550.93,5,3,2,10,Loyal Customers
CUST-05599,22,5,43152.33,5,3,2,10,Loyal Customers
CUST-05600,25,16,376224.08,5,5,5,15,Champions
CUST-05601,607,2,44809.3,1,1,2,4,Lost / Hibernating
CUST-05602,256,4,189934.88999999998,2,3,3,8,Potential Loyalists
CUST-05603,165,4,95391.33,3,3,2,8,Potential Loyalists
CUST-05604,101,2,28989.11,3,1,1,5,At Risk
CUST-05605,21,7,317240.67000000004,5,4,4,13,Champions
CUST-05606,18,3,31917.07,5,2,1,8,Potential Loyalists
CUST-05607,325,3,65037.85,2,2,2,6,At Risk
CUST-05608,212,3,26470.39,2,2,1,5,At Risk
CUST-05609,89,6,82996.90999999999,3,4,2,9,Potential Loyalists
CUST-05610,330,3,190861.49,2,2,3,7,Potential Loyalists
CUST-05611,218,1,2213.37,2,1,1,4,Lost / Hibernating
CUST-05612,620,2,22093.3,1,1,1,3,Lost / Hibernating
CUST-05613,428,2,17569.42,1,1,1,3,Lost / Hibernating
CUST-05614,48,9,561138.51,4,5,5,14,Champions
CUST-05615,148,4,353602.85,3,3,4,10,Loyal Customers
CUST-05616,29,4,741600.7,5,3,5,13,Champions
CUST-05617,75,3,294329.69,4,2,4,10,Loyal Customers
CUST-05618,92,7,240687.5,3,4,4,11,Loyal Customers
CUST-05619,5,6,110410.16999999998,5,4,3,12,Loyal Customers
CUST-05620,143,8,117422.02,3,4,3,10,Loyal Customers
CUST-05621,68,5,87074.37,4,3,2,9,Potential Loyalists
CUST-05622,314,5,215182.34000000003,2,3,4,9,Potential Loyalists
CUST-05623,59,9,166808.7,4,5,3,12,Loyal Customers
CUST-05624,8,7,269021.33,5,4,4,13,Champions
CUST-05625,10,33,845855.72,5,5,5,15,Champions
CUST-05626,421,2,109774.95,1,1,3,5,At Risk
CUST-05627,128,2,129259.7,3,1,3,7,Potential Loyalists
CUST-05628,676,6,167448.68,1,4,3,8,Potential Loyalists
CUST-05629,503,4,180374.48,1,3,3,7,Potential Loyalists
CUST-05630,404,2,252221.61000000002,1,1,4,6,At Risk
CUST-05631,21,6,394791.11,5,4,5,14,Champions
CUST-05632,35,4,18756.190000000002,5,3,1,9,Potential Loyalists
CUST-05633,24,7,276522.17,5,4,4,13,Champions
CUST-05634,63,1,177347.48,4,1,3,8,Potential Loyalists
CUST-05635,42,12,420124.79,4,5,5,14,Champions
CUST-05636,39,7,397699.38,4,4,5,13,Champions
CUST-05637,269,13,413541.58,2,5,5,12,Loyal Customers
CUST-05638,55,16,654157.4199999999,4,5,5,14,Champions
CUST-05639,921,1,11408.89,1,1,1,3,Lost / Hibernating
CUST-05640,511,1,17593.41,1,1,1,3,Lost / Hibernating
CUST-05641,208,4,154950.78,2,3,3,8,Potential Loyalists
CUST-05642,12,8,112222.94,5,4,3,12,Loyal Customers
CUST-05643,23,35,2397653.12,5,5,5,15,Champions
CUST-05644,53,6,110927.31999999999,4,4,3,11,Loyal Customers
CUST-05645,30,1,29071.02,5,1,1,7,Potential Loyalists
CUST-05647,60,4,45081.38,4,3,2,9,Potential Loyalists
CUST-05648,14,5,86333.57999999999,5,3,2,10,Loyal Customers
CUST-05649,25,3,346500.88999999996,5,2,4,11,Loyal Customers
CUST-05650,482,2,29443.48,1,1,1,3,Lost / Hibernating
CUST-05651,824,1,1269.3,1,1,1,3,Lost / Hibernating
CUST-05652,82,8,156190.44,4,4,3,11,Loyal Customers
CUST-05653,692,3,16926.91,1,2,1,4,Lost / Hibernating
CUST-05654,437,5,287467.23,1,3,4,8,Potential Loyalists
CUST-05655,221,8,210830.72999999998,2,4,4,10,Loyal Customers
CUST-05656,1015,1,6596.94,1,1,1,3,Lost / Hibernating
CUST-05657,9,2,64689.82,5,1,2,8,Potential Loyalists
CUST-05658,959,2,121270.01,1,1,3,5,At Risk
CUST-05660,319,2,89937.5,2,1,2,5,At Risk
CUST-05661,450,3,250393.55,1,2,4,7,Potential Loyalists
CUST-05662,20,32,1229721.65,5,5,5,15,Champions
CUST-05663,46,8,162271.12,4,4,3,11,Loyal Customers
CUST-05664,87,8,671324.69,3,4,5,12,Loyal Customers
CUST-05665,257,3,96519.96,2,2,2,6,At Risk
CUST-05666,12,9,332491.35,5,5,4,14,Champions
CUST-05667,958,4,10153.01,1,3,1,5,At Risk
CUST-05668,184,1,6756.65,3,1,1,5,At Risk
CUST-05669,5,11,411626.86000000004,5,5,5,15,Champions
CUST-05671,73,5,87100.61,4,3,2,9,Potential Loyalists
CUST-05672,454,3,7474.799999999999,1,2,1,4,Lost / Hibernating
CUST-05673,69,10,549751.23,4,5,5,14,Champions
CUST-05674,24,10,999418.74,5,5,5,15,Champions
CUST-05675,858,2,171873.74,1,1,3,5,At Risk
CUST-05676,34,5,130751.53,5,3,3,11,Loyal Customers
CUST-05677,48,3,31508.000000000004,4,2,1,7,Potential Loyalists
CUST-05678,244,10,326548.31,2,5,4,11,Loyal Customers
CUST-05679,13,9,206709.35,5,5,4,14,Champions
CUST-05680,61,9,416655.43,4,5,5,14,Champions
CUST-05681,31,32,1156326.85,5,5,5,15,Champions
CUST-05682,307,6,344105.13,2,4,4,10,Loyal Customers
CUST-05683,663,4,84883.31,1,3,2,6,At Risk
CUST-05684,144,3,66732.04000000001,3,2,2,7,Potential Loyalists
CUST-05685,259,3,14314.080000000002,2,2,1,5,At Risk
CUST-05686,93,9,609690.91,3,5,5,13,Champions
CUST-05687,151,2,197092.25,3,1,4,8,Potential Loyalists
CUST-05688,770,1,117838.32,1,1,3,5,At Risk
CUST-05689,298,2,126894.40000000001,2,1,3,6,At Risk
CUST-05690,608,2,449620.67000000004,1,1,5,7,Potential Loyalists
CUST-05691,8,28,1214191.64,5,5,5,15,Champions
CUST-05692,564,7,271193.88,1,4,4,9,Potential Loyalists
CUST-05693,517,3,62038.62,1,2,2,5,At Risk
CUST-05694,686,2,13167.48,1,1,1,3,Lost / Hibernating
CUST-05695,407,4,339738.63000000006,1,3,4,8,Potential Loyalists
CUST-05696,134,3,54202.369999999995,3,2,2,7,Potential Loyalists
CUST-05697,300,3,181795.5,2,2,3,7,Potential Loyalists
CUST-05698,423,3,58236.14,1,2,2,5,At Risk
CUST-05699,60,4,91388.97,4,3,2,9,Potential Loyalists
CUST-05700,966,1,8227.47,1,1,1,3,Lost / Hibernating
CUST-05701,163,4,154873.88,3,3,3,9,Potential Loyalists
CUST-05702,287,4,135867.32,2,3,3,8,Potential Loyalists
CUST-05703,68,7,259558.66,4,4,4,12,Loyal Customers
CUST-05704,28,12,654435.51,5,5,5,15,Champions
CUST-05705,12,24,1400798.4500000002,5,5,5,15,Champions
CUST-05706,144,6,77862.14,3,4,2,9,Potential Loyalists
CUST-05707,84,5,39113.5,3,3,1,7,Potential Loyalists
CUST-05708,368,2,56233.57,2,1,2,5,At Risk
CUST-05709,178,4,69112.92,3,3,2,8,Potential Loyalists
CUST-05710,148,5,924242.61,3,3,5,11,Loyal Customers
CUST-05711,69,25,834444.9,4,5,5,14,Champions
CUST-05712,205,7,307068.80000000005,2,4,4,10,Loyal Customers
CUST-05713,387,2,58670.09,1,1,2,4,Lost / Hibernating
CUST-05714,51,22,1307988.46,4,5,5,14,Champions
CUST-05715,138,4,90573.09,3,3,2,8,Potential Loyalists
CUST-05716,93,7,359851.09,3,4,4,11,Loyal Customers
CUST-05717,184,4,174589.36,3,3,3,9,Potential Loyalists
CUST-05718,19,15,559697.34,5,5,5,15,Champions
CUST-05719,277,4,109067.81,2,3,3,8,Potential Loyalists
CUST-05720,44,13,441000.38,4,5,5,14,Champions
CUST-05721,49,3,25914.77,4,2,1,7,Potential Loyalists
CUST-05722,73,26,1050981.74,4,5,5,14,Champions
CUST-05723,756,1,7646.24,1,1,1,3,Lost / Hibernating
CUST-05724,335,4,15259.2,2,3,1,6,At Risk
CUST-05725,38,11,671066.1799999999,4,5,5,14,Champions
CUST-05726,135,2,156477.28000000003,3,1,3,7,Potential Loyalists
CUST-05727,1022,1,5481.0,1,1,1,3,Lost / Hibernating
CUST-05728,42,3,219941.16999999998,4,2,4,10,Loyal Customers
CUST-05729,254,6,316966.37,2,4,4,10,Loyal Customers
CUST-05730,338,10,91824.84,2,5,2,9,Potential Loyalists
CUST-05731,79,2,69579.33,4,1,2,7,Potential Loyalists
CUST-05732,541,1,2305.83,1,1,1,3,Lost / Hibernating
CUST-05733,404,4,97750.57,1,3,2,6,At Risk
CUST-05734,10,6,180722.06,5,4,3,12,Loyal Customers
CUST-05735,514,2,290653.19,1,1,4,6,At Risk
CUST-05736,39,7,213930.48,4,4,4,12,Loyal Customers
CUST-05738,85,4,23538.52,3,3,1,7,Potential Loyalists
CUST-05739,216,7,186968.24000000002,2,4,3,9,Potential Loyalists
CUST-05740,91,2,20099.809999999998,3,1,1,5,At Risk
CUST-05741,23,20,704056.64,5,5,5,15,Champions
CUST-05742,9,13,839544.2,5,5,5,15,Champions
CUST-05743,289,8,247650.52,2,4,4,10,Loyal Customers
CUST-05744,511,4,134714.94999999998,1,3,3,7,Potential Loyalists
CUST-05745,50,5,86889.5,4,3,2,9,Potential Loyalists
CUST-05746,129,2,83285.51999999999,3,1,2,6,At Risk
CUST-05747,3,12,324134.42000000004,5,5,4,14,Champions
CUST-05748,391,4,231453.04,1,3,4,8,Potential Loyalists
CUST-05750,60,1,84684.31,4,1,2,7,Potential Loyalists
CUST-05751,6,28,678034.89,5,5,5,15,Champions
CUST-05752,647,7,321788.33999999997,1,4,4,9,Potential Loyalists
CUST-05753,240,8,235271.87,2,4,4,10,Loyal Customers
CUST-05754,478,3,82667.18,1,2,2,5,At Risk
CUST-05755,624,7,134676.65,1,4,3,8,Potential Loyalists
CUST-05756,185,12,317587.45999999996,3,5,4,12,Loyal Customers
CUST-05757,25,29,398764.7,5,5,5,15,Champions
CUST-05758,67,5,156981.58,4,3,3,10,Loyal Customers
CUST-05759,301,3,148756.54,2,2,3,7,Potential Loyalists
CUST-05760,61,9,349409.91,4,5,4,13,Champions
CUST-05761,84,8,367388.8,3,4,4,11,Loyal Customers
CUST-05762,62,8,471619.37,4,4,5,13,Champions
CUST-05763,68,29,329214.02,4,5,4,13,Champions
CUST-05764,90,9,282928.73,3,5,4,12,Loyal Customers
CUST-05765,222,3,8146.34,2,2,1,5,At Risk
CUST-05766,138,22,661771.08,3,5,5,13,Champions
CUST-05767,17,24,500429.44,5,5,5,15,Champions
CUST-05768,116,4,257227.95,3,3,4,10,Loyal Customers
CUST-05769,337,2,19390.15,2,1,1,4,Lost / Hibernating
CUST-05770,8,5,17209.54,5,3,1,9,Potential Loyalists
CUST-05771,9,5,174268.99,5,3,3,11,Loyal Customers
CUST-05772,5,4,18021.55,5,3,1,9,Potential Loyalists
CUST-05773,334,4,40871.74,2,3,2,7,Potential Loyalists
CUST-05774,2,6,341652.78,5,4,4,13,Champions
CUST-05775,5,10,152736.74,5,5,3,13,Champions
CUST-05776,4,7,54929.82,5,4,2,11,Loyal Customers
